EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class	Set
P0DM65	Mus musculus	Metazoa	447	None	None	Negative	Fold_4
Q8K2H2	Mus musculus	Metazoa	294	None	None	Negative	Fold_5
Q8K585	Rattus norvegicus	Metazoa	107	None	None	Negative	Fold_2
P58557	Homo sapiens	Metazoa	167	None	None	Negative	Fold_2
P63145	Homo sapiens	Metazoa	666	None	None	Negative	Fold_4
A0A140IL90	Narcissus aff. pseudonarcissus MK-2014	Viridiplantae	513	None	None	Negative	Fold_3
Q1LUE5	Danio rerio	Metazoa	1148	None	None	Negative	Fold_1
O74547	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	422	None	None	Negative	Fold_1
Q8S9G8	Arabidopsis thaliana	Viridiplantae	801	None	None	Negative	Fold_4
O13465	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	833	None	None	Negative	Fold_1
Q9LY61	Arabidopsis thaliana	Viridiplantae	428	None	None	Negative	Fold_2
C7A639	Penaeus vannamei	Metazoa	193	None	None	Negative	Fold_3
Q3E7Y3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	130	None	None	Negative	Fold_5
Q8BVG8	Mus musculus	Metazoa	206	None	None	Negative	Fold_3
A6NFY7	Homo sapiens	Metazoa	115	None	None	Negative	Fold_2
P43244	Rattus norvegicus	Metazoa	845	None	None	Negative	Fold_1
Q8R0F9	Mus musculus	Metazoa	403	None	None	Negative	Fold_4
O57598	Gallus gallus	Metazoa	151	None	None	Negative	Fold_3
Q5U4F6	Mus musculus	Metazoa	537	None	None	Negative	Fold_3
Q42290	Arabidopsis thaliana	Viridiplantae	531	None	None	Negative	Fold_2
O95847	Homo sapiens	Metazoa	323	None	None	Negative	Fold_3
P50886	Xenopus laevis	Metazoa	128	None	None	Negative	Fold_5
Q8BH98	Mus musculus	Metazoa	492	None	None	Negative	Fold_4
Q9R1Q2	Rattus norvegicus	Metazoa	527	None	None	Negative	Fold_1
P70236	Mus musculus	Metazoa	334	None	None	Negative	Fold_1
Q9EQH5	Rattus norvegicus	Metazoa	445	None	None	Negative	Fold_3
P47974	Homo sapiens	Metazoa	494	None	None	Negative	Fold_2
P48006	Arabidopsis thaliana	Viridiplantae	231	None	None	Negative	Fold_4
Q9LDZ1	Arabidopsis thaliana	Viridiplantae	219	None	None	Negative	Fold_2
Q8C0C7	Mus musculus	Metazoa	508	None	None	Negative	Fold_4
P51400	Rattus norvegicus	Metazoa	711	None	None	Negative	Fold_2
P46875	Arabidopsis thaliana	Viridiplantae	754	None	None	Negative	Fold_5
Q9BWK5	Homo sapiens	Metazoa	157	None	None	Negative	Fold_2
Q6RFY2	Rattus norvegicus	Metazoa	517	None	None	Negative	Fold_2
A0A455R413	Acremonium egyptiacum	Fungi	336	None	None	Negative	Fold_5
Q96KQ7	Homo sapiens	Metazoa	1210	None	None	Negative	Fold_2
F4JAU2	Arabidopsis thaliana	Viridiplantae	1697	None	None	Negative	Fold_5
P45896	Caenorhabditis elegans	Metazoa	393	None	None	Negative	Fold_4
O94421	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1680	None	None	Negative	Fold_4
G2TRS1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	80	None	None	Negative	Fold_5
O80763	Arabidopsis thaliana	Viridiplantae	578	None	None	Negative	Fold_3
Q15283	Homo sapiens	Metazoa	850	None	None	Negative	Fold_4
Q5RL73	Homo sapiens	Metazoa	367	None	None	Negative	Fold_3
Q9Y295	Homo sapiens	Metazoa	367	None	None	Negative	Fold_3
O59671	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	263	None	None	Negative	Fold_4
E7EW31	Homo sapiens	Metazoa	1015	None	None	Negative	Fold_1
P01014	Gallus gallus	Metazoa	388	None	None	Negative	Fold_2
P35210	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1082	None	None	Negative	Fold_2
Q80W93	Mus musculus	Metazoa	5154	None	None	Negative	Fold_4
P26773	Acipenser gueldenstaedtii	Metazoa	190	None	None	Negative	Fold_1
Q8L6Y4	Arabidopsis thaliana	Viridiplantae	631	None	None	Negative	Fold_3
P22828	Sistrurus tergeminus	Metazoa	73	None	None	Negative	Fold_3
M1W848	Claviceps purpurea (strain 20.1)	Fungi	292	None	None	Negative	Fold_1
Q94IW5	Oryza sativa subsp. japonica	Viridiplantae	490	None	None	Negative	Fold_2
P27766	Chlamydomonas reinhardtii	Viridiplantae	567	None	None	Negative	Fold_2
Q6P5B0	Mus musculus	Metazoa	1295	None	None	Negative	Fold_3
Q9LEB4	Nicotiana plumbaginifolia	Viridiplantae	409	None	None	Negative	Fold_5
Q96CD0	Homo sapiens	Metazoa	374	None	None	Negative	Fold_1
Q9EST1	Mus musculus	Metazoa	446	None	None	Negative	Fold_3
Q922X9	Mus musculus	Metazoa	692	None	None	Negative	Fold_3
A1XBS5	Homo sapiens	Metazoa	289	None	None	Negative	Fold_4
Q1W617	Mus musculus	Metazoa	1475	None	None	Negative	Fold_5
F1R237	Danio rerio	Metazoa	2117	None	None	Negative	Fold_2
Q9C7T4	Arabidopsis thaliana	Viridiplantae	320	None	None	Negative	Fold_4
A2ALK8	Mus musculus	Metazoa	913	None	None	Negative	Fold_4
P05752	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	239	None	None	Negative	Fold_2
Q9USS8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	437	None	None	Negative	Fold_5
P11440	Mus musculus	Metazoa	297	None	None	Negative	Fold_2
P40995	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	872	None	None	Negative	Fold_4
Q96JQ5	Homo sapiens	Metazoa	239	None	None	Negative	Fold_4
P79293	Sus scrofa	Metazoa	1935	None	None	Negative	Fold_1
Q8BX17	Mus musculus	Metazoa	1502	None	None	Negative	Fold_1
P40302	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	234	None	None	Negative	Fold_1
Q05580	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	639	None	None	Negative	Fold_1
Q9CZB9	Mus musculus	Metazoa	163	None	None	Negative	Fold_3
Q9Y6X6	Homo sapiens	Metazoa	1858	None	None	Negative	Fold_1
P51652	Rattus norvegicus	Metazoa	323	None	None	Negative	Fold_3
P02833	Drosophila melanogaster	Metazoa	378	None	None	Negative	Fold_5
P08096	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1485	None	None	Negative	Fold_4
Q6IMY1	Rattus norvegicus	Metazoa	440	None	None	Negative	Fold_1
Q9W596	Drosophila melanogaster	Metazoa	5495	None	None	Negative	Fold_1
P36037	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	715	None	None	Negative	Fold_4
P15822	Homo sapiens	Metazoa	2718	None	None	Negative	Fold_1
P15367	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	167	None	None	Negative	Fold_1
P43305	Gallus gallus	Metazoa	109	None	None	Negative	Fold_2
Q7Z3B0	Homo sapiens	Metazoa	74	None	None	Negative	Fold_4
P39714	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	382	None	None	Negative	Fold_1
Q99933	Homo sapiens	Metazoa	345	None	None	Negative	Fold_1
Q9QUI1	Mus musculus	Metazoa	189	None	None	Negative	Fold_2
P79621	Mus musculus	Metazoa	1155	None	None	Negative	Fold_2
Q06708	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	880	None	None	Negative	Fold_4
Q8I4V2	Plasmodium falciparum (isolate 3D7)	Other	357	None	None	Negative	Fold_4
P80208	Brassica napus	Viridiplantae	125	None	None	Negative	Fold_1
P36406	Homo sapiens	Metazoa	574	None	None	Negative	Fold_4
P35187	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1447	None	None	Negative	Fold_5
Q5VXH4	Homo sapiens	Metazoa	476	None	None	Negative	Fold_3
Q39258	Arabidopsis thaliana	Viridiplantae	230	None	None	Negative	Fold_2
B4G072	Zea mays	Viridiplantae	462	None	None	Negative	Fold_2
P10355	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	254	None	None	Negative	Fold_2
A0A0C6DRT7	Neocamarosporium betae	Fungi	346	None	None	Negative	Fold_5
Q6R2W3	Homo sapiens	Metazoa	1325	None	None	Negative	Fold_2
P52491	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188	None	None	Negative	Fold_2
Q02297	Homo sapiens	Metazoa	640	None	None	Negative	Fold_4
Q96CB8	Homo sapiens	Metazoa	462	None	None	Negative	Fold_3
Q8SQI1	Encephalitozoon cuniculi (strain GB-M1)	Fungi	208	None	None	Negative	Fold_2
Q17RQ9	Homo sapiens	Metazoa	610	None	None	Negative	Fold_4
P07679	Coix lacryma-jobi	Viridiplantae	64	None	None	Negative	Fold_1
P10507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	462	None	None	Negative	Fold_4
P19174	Homo sapiens	Metazoa	1290	None	None	Negative	Fold_2
O04469	Arabidopsis thaliana	Viridiplantae	240	None	None	Negative	Fold_2
Q9JKF0	Rattus norvegicus	Metazoa	333	None	None	Negative	Fold_5
Q96F86	Homo sapiens	Metazoa	508	None	None	Negative	Fold_2
Q9M9H4	Arabidopsis thaliana	Viridiplantae	500	None	None	Negative	Fold_5
P09966	Tylorrhynchus heterochetus	Metazoa	146	None	None	Negative	Fold_2
Q9UU99	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1008	None	None	Negative	Fold_4
F6RJC2	Bos taurus	Metazoa	321	None	None	Negative	Fold_1
P00653	Aspergillus phoenicis	Fungi	105	None	None	Negative	Fold_5
O22558	Arabidopsis thaliana	Viridiplantae	546	None	None	Negative	Fold_2
P07852	Ascaris suum	Metazoa	65	None	None	Negative	Fold_1
Q66PF4	Fragaria ananassa	Viridiplantae	555	None	None	Negative	Fold_1
O75506	Homo sapiens	Metazoa	76	None	None	Negative	Fold_2
Q8WWX8	Homo sapiens	Metazoa	675	None	None	Negative	Fold_2
Q9Y6F7	Homo sapiens	Metazoa	541	None	None	Negative	Fold_3
Q3UYH7	Mus musculus	Metazoa	688	None	None	Negative	Fold_3
P40100	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	303	None	None	Negative	Fold_2
A0A165U5Z9	Euphorbia lathyris	Viridiplantae	513	None	None	Negative	Fold_5
Q43207	Triticum aestivum	Viridiplantae	559	None	None	Negative	Fold_3
P06634	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604	None	None	Negative	Fold_2
Q9CPR7	Mus musculus	Metazoa	207	None	None	Negative	Fold_3
Q9U9R7	Dictyostelium discoideum	Other	324	None	None	Negative	Fold_3
P10690	Spinacia oleracea	Viridiplantae	140	None	None	Negative	Fold_3
P02629	Latimeria chalumnae	Metazoa	111	None	None	Negative	Fold_1
A0A3Q7HS74	Solanum lycopersicum	Viridiplantae	475	None	None	Negative	Fold_1
Q5I0X7	Homo sapiens	Metazoa	151	None	None	Negative	Fold_3
A8D8P8	Bombyx mori	Metazoa	899	None	None	Negative	Fold_4
C6KRL6	Caenorhabditis elegans	Metazoa	389	None	None	Negative	Fold_4
O08917	Mus musculus	Metazoa	428	None	None	Negative	Fold_3
B2RY50	Mus musculus	Metazoa	1037	None	None	Negative	Fold_4
Q9NWF4	Homo sapiens	Metazoa	448	None	None	Negative	Fold_4
Q8MUF6	Blomia tropicalis	Metazoa	875	None	None	Negative	Fold_3
Q86VY9	Homo sapiens	Metazoa	491	None	None	Negative	Fold_1
Q8R361	Mus musculus	Metazoa	645	None	None	Negative	Fold_5
Q6PRD7	Homo sapiens	Metazoa	247	None	None	Negative	Fold_5
Q7TN37	Mus musculus	Metazoa	1213	None	None	Negative	Fold_3
P10073	Homo sapiens	Metazoa	491	None	None	Negative	Fold_2
Q8IYT8	Homo sapiens	Metazoa	1036	None	None	Negative	Fold_2
Q5SSZ5	Mus musculus	Metazoa	1440	None	None	Negative	Fold_4
Q13409	Homo sapiens	Metazoa	638	None	None	Negative	Fold_1
F1SYI7	Postia placenta (strain ATCC 44394 / Madison 698-R)	Fungi	526	None	None	Negative	Fold_3
A2ARP9	Mus musculus	Metazoa	588	None	None	Negative	Fold_4
Q9NS86	Homo sapiens	Metazoa	450	None	None	Negative	Fold_4
Q9CUS9	Mus musculus	Metazoa	384	None	None	Negative	Fold_1
P24846	Triticum aestivum	Viridiplantae	388	None	None	Negative	Fold_3
F1LQQ7	Rattus norvegicus	Metazoa	1680	None	None	Negative	Fold_3
P41800	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	426	None	None	Negative	Fold_4
Q9H668	Homo sapiens	Metazoa	368	None	None	Negative	Fold_3
Q99KU1	Mus musculus	Metazoa	333	None	None	Negative	Fold_3
P01423	Naja nivea	Metazoa	61	None	None	Negative	Fold_4
O35152	Rattus norvegicus	Metazoa	111	None	None	Negative	Fold_5
Q9M9R9	Arabidopsis thaliana	Viridiplantae	73	None	None	Negative	Fold_1
Q4KLH6	Rattus norvegicus	Metazoa	1403	None	None	Negative	Fold_1
Q92351	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1208	None	None	Negative	Fold_3
Q34807	Wickerhamomyces canadensis	Fungi	231	None	None	Negative	Fold_3
P09016	Homo sapiens	Metazoa	255	None	None	Negative	Fold_4
A0A1B0GQX2	Mus musculus	Metazoa	48	None	None	Negative	Fold_3
Q8NCG5	Homo sapiens	Metazoa	386	None	None	Negative	Fold_5
Q9Y2Y9	Homo sapiens	Metazoa	288	None	None	Negative	Fold_3
Q3T0X6	Bos taurus	Metazoa	146	None	None	Negative	Fold_2
P80020	Rattus norvegicus	Metazoa	128	None	None	Negative	Fold_2
P45448	Mus musculus	Metazoa	560	None	None	Negative	Fold_1
Q9W3D3	Drosophila melanogaster	Metazoa	1671	None	None	Negative	Fold_3
P01797	Mus musculus	Metazoa	113	None	None	Negative	Fold_5
Q7TN29	Mus musculus	Metazoa	428	None	None	Negative	Fold_1
Q6IS24	Homo sapiens	Metazoa	598	None	None	Negative	Fold_1
P49586	Mus musculus	Metazoa	367	None	None	Negative	Fold_5
P48679	Rattus norvegicus	Metazoa	665	None	None	Negative	Fold_1
P39006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	500	None	None	Negative	Fold_5
P41223	Homo sapiens	Metazoa	144	None	None	Negative	Fold_3
Q6S591	Arabidopsis thaliana	Viridiplantae	253	None	None	Negative	Fold_3
Q23122	Caenorhabditis elegans	Metazoa	793	None	None	Negative	Fold_5
Q28269	Canis lupus familiaris	Metazoa	521	None	None	Negative	Fold_1
P12261	Artemia salina	Metazoa	430	None	None	Negative	Fold_2
Q9UQF2	Homo sapiens	Metazoa	711	None	None	Negative	Fold_2
P53740	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	393	None	None	Negative	Fold_4
P46115	Tityus serrulatus	Metazoa	64	None	None	Negative	Fold_1
Q8TDN1	Homo sapiens	Metazoa	519	None	None	Negative	Fold_1
O13262	Xenopus laevis	Metazoa	646	None	None	Negative	Fold_3
O60518	Homo sapiens	Metazoa	1105	None	None	Negative	Fold_4
Q52KE7	Mus musculus	Metazoa	532	None	None	Negative	Fold_1
Q9JJI6	Mus musculus	Metazoa	1093	None	None	Negative	Fold_2
Q93VD3	Arabidopsis thaliana	Viridiplantae	482	None	None	Negative	Fold_2
Q2HJH1	Bos taurus	Metazoa	471	None	None	Negative	Fold_4
Q9QWW1	Mus musculus	Metazoa	354	None	None	Negative	Fold_2
Q0WWE3	Arabidopsis thaliana	Viridiplantae	69	None	None	Negative	Fold_5
Q5XI78	Rattus norvegicus	Metazoa	1023	None	None	Negative	Fold_4
Q8C025	Mus musculus	Metazoa	398	None	None	Negative	Fold_2
Q8C0R0	Mus musculus	Metazoa	979	None	None	Negative	Fold_5
P27471	Rattus norvegicus	Metazoa	223	None	None	Negative	Fold_5
P83953	Rattus norvegicus	Metazoa	538	None	None	Negative	Fold_2
Q05016	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	267	None	None	Negative	Fold_3
P50275	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	885	None	None	Negative	Fold_4
P55917	Ovis aries	Metazoa	440	None	None	Negative	Fold_4
Q3TEI4	Mus musculus	Metazoa	1023	None	None	Negative	Fold_3
Q9Y7Z1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	209	None	None	Negative	Fold_5
A0A1L1QJU3	Hadronyche infensa	Metazoa	75	None	None	Negative	Fold_3
P63026	Bos taurus	Metazoa	116	None	None	Negative	Fold_2
O70585	Mus musculus	Metazoa	659	None	None	Negative	Fold_1
Q9CPV7	Mus musculus	Metazoa	413	None	None	Negative	Fold_4
Q7LZT1	Misgurnus fossilis	Metazoa	95	None	None	Negative	Fold_5
Q67Y93	Arabidopsis thaliana	Viridiplantae	191	None	None	Negative	Fold_3
P15731	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	148	None	None	Negative	Fold_4
Q9Y243	Homo sapiens	Metazoa	479	None	None	Negative	Fold_3
Q6DG85	Danio rerio	Metazoa	298	None	None	Negative	Fold_5
Q2RAQ5	Oryza sativa subsp. japonica	Viridiplantae	494	None	None	Negative	Fold_3
Q10477	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	273	None	None	Negative	Fold_5
Q71RC2	Homo sapiens	Metazoa	724	None	None	Negative	Fold_4
Q589Y0	Nicotiana tabacum	Viridiplantae	453	None	None	Negative	Fold_4
P09495	Rattus norvegicus	Metazoa	248	None	None	Negative	Fold_5
O13352	Pyricularia oryzae	Fungi	415	None	None	Negative	Fold_4
Q9EQN9	Mus musculus	Metazoa	498	None	None	Negative	Fold_3
O95202	Homo sapiens	Metazoa	739	None	None	Negative	Fold_5
Q8R0Y6	Mus musculus	Metazoa	902	None	None	Negative	Fold_5
Q4R918	Macaca fascicularis	Metazoa	586	None	None	Negative	Fold_2
P29477	Mus musculus	Metazoa	1144	None	None	Negative	Fold_1
P50278	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	321	None	None	Negative	Fold_1
Q39108	Arabidopsis thaliana	Viridiplantae	326	None	None	Negative	Fold_3
Q7L4P6	Homo sapiens	Metazoa	421	None	None	Negative	Fold_1
Q8VD33	Mus musculus	Metazoa	304	None	None	Negative	Fold_2
P46065	Bos taurus	Metazoa	205	None	None	Negative	Fold_1
Q9JJH7	Mus musculus	Metazoa	1158	None	None	Negative	Fold_2
Q9HBK9	Homo sapiens	Metazoa	375	None	None	Negative	Fold_2
Q9D1I6	Mus musculus	Metazoa	145	None	None	Negative	Fold_5
A0A499UB99	Talaromyces emersonii	Fungi	368	None	None	Negative	Fold_2
C6KYS2	Sthenoteuthis oualaniensis	Metazoa	501	None	None	Negative	Fold_3
P14556	Naja pallida	Metazoa	118	None	None	Negative	Fold_3
Q8VYM6	Arabidopsis thaliana	Viridiplantae	671	None	None	Negative	Fold_1
Q6UB28	Homo sapiens	Metazoa	335	None	None	Negative	Fold_2
P01655	Mus musculus	Metazoa	112	None	None	Negative	Fold_5
Q9XYP7	Drosophila melanogaster	Metazoa	852	None	None	Negative	Fold_3
O65416	Arabidopsis thaliana	Viridiplantae	225	None	None	Negative	Fold_1
Q96QP1	Homo sapiens	Metazoa	1244	None	None	Negative	Fold_5
P83995	Locusta migratoria	Metazoa	185	None	None	Negative	Fold_3
P78611	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	1194	None	None	Negative	Fold_5
Q00497	Solanum lycopersicum	Viridiplantae	300	None	None	Negative	Fold_5
Q8CFE2	Mus musculus	Metazoa	346	None	None	Negative	Fold_1
P29179	Naja naja	Metazoa	62	None	None	Negative	Fold_2
Q0VDT2	Mus musculus	Metazoa	340	None	None	Negative	Fold_3
Q9NZN9	Homo sapiens	Metazoa	384	None	None	Negative	Fold_4
Q2HBN6	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970)	Fungi	503	None	None	Negative	Fold_2
O42654	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	432	None	None	Negative	Fold_2
Q8K337	Mus musculus	Metazoa	993	None	None	Negative	Fold_1
O65680	Arabidopsis thaliana	Viridiplantae	279	None	None	Negative	Fold_1
Q9VU02	Drosophila melanogaster	Metazoa	124	None	None	Negative	Fold_1
Q7K2B0	Drosophila melanogaster	Metazoa	358	None	None	Negative	Fold_2
A2WKP5	Oryza sativa subsp. indica	Viridiplantae	153	None	None	Negative	Fold_3
Q8SVT0	Encephalitozoon cuniculi (strain GB-M1)	Fungi	112	None	None	Negative	Fold_5
C0HK49	Nicotiana suaveolens	Viridiplantae	47	None	None	Negative	Fold_5
Q04949	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	312	None	None	Negative	Fold_1
P68301	Bos taurus	Metazoa	61	None	None	Negative	Fold_1
Q9BWH6	Homo sapiens	Metazoa	1393	None	None	Negative	Fold_3
P82171	Locusta migratoria	Metazoa	90	None	None	Negative	Fold_3
P56747	Homo sapiens	Metazoa	220	None	None	Negative	Fold_4
P12235	Homo sapiens	Metazoa	298	None	None	Negative	Fold_3
Q7SAJ1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236	None	None	Negative	Fold_3
D2CGS0	Ammi majus	Viridiplantae	509	None	None	Negative	Fold_4
P03986	Homo sapiens	Metazoa	189	None	None	Negative	Fold_3
P29385	Arabidopsis thaliana	Viridiplantae	246	None	None	Negative	Fold_2
P83682	Delphinapterus leucas	Metazoa	154	None	None	Negative	Fold_4
P02448	Ovis aries	Metazoa	62	None	None	Negative	Fold_2
Q9Y4G2	Homo sapiens	Metazoa	1056	None	None	Negative	Fold_4
Q9JI10	Mus musculus	Metazoa	497	None	None	Negative	Fold_1
Q9M0A7	Arabidopsis thaliana	Viridiplantae	250	None	None	Negative	Fold_2
Q80ZI6	Mus musculus	Metazoa	727	None	None	Negative	Fold_1
A0P8Z4	Sus scrofa	Metazoa	479	None	None	Negative	Fold_1
P01456	Naja nivea	Metazoa	60	None	None	Negative	Fold_5
Q04799	Oryctolagus cuniculus	Metazoa	533	None	None	Negative	Fold_1
Q7TT00	Mus musculus	Metazoa	530	None	None	Negative	Fold_4
A0A068ACU9	Eupenicillium brefeldianum	Fungi	308	None	None	Negative	Fold_2
F1P963	Canis lupus familiaris	Metazoa	156	None	None	Negative	Fold_5
Q9WV97	Rattus norvegicus	Metazoa	89	None	None	Negative	Fold_5
P10867	Rattus norvegicus	Metazoa	440	None	None	Negative	Fold_2
P59055	Mus musculus	Metazoa	597	None	None	Negative	Fold_3
Q8INI8	Drosophila melanogaster	Metazoa	641	None	None	Negative	Fold_3
Q8C078	Mus musculus	Metazoa	588	None	None	Negative	Fold_3
Q9Z2A7	Mus musculus	Metazoa	498	None	None	Negative	Fold_2
Q94BT6	Arabidopsis thaliana	Viridiplantae	609	None	None	Negative	Fold_1
Q42694	Chlamydomonas reinhardtii	Viridiplantae	580	None	None	Negative	Fold_3
C0LU16	Arabidopsis thaliana	Viridiplantae	139	None	None	Negative	Fold_5
Q7ZV82	Danio rerio	Metazoa	136	None	None	Negative	Fold_1
P33763	Homo sapiens	Metazoa	92	None	None	Negative	Fold_4
D3ZQG6	Rattus norvegicus	Metazoa	744	None	None	Negative	Fold_1
O35841	Mus musculus	Metazoa	504	None	None	Negative	Fold_1
Q9SCR0	Arabidopsis thaliana	Viridiplantae	542	None	None	Negative	Fold_3
O16299	Caenorhabditis elegans	Metazoa	594	None	None	Negative	Fold_4
C0KWV7	Perilla frutescens	Viridiplantae	604	None	None	Negative	Fold_2
Q96EK6	Homo sapiens	Metazoa	184	None	None	Negative	Fold_5
Q94AP3	Arabidopsis thaliana	Viridiplantae	389	None	None	Negative	Fold_3
P03929	Bos taurus	Metazoa	66	None	None	Negative	Fold_4
O14081	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	944	None	None	Negative	Fold_3
P08590	Homo sapiens	Metazoa	195	None	None	Negative	Fold_1
Q961C9	Drosophila melanogaster	Metazoa	277	None	None	Negative	Fold_5
P36606	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	468	None	None	Negative	Fold_2
P40309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	873	None	None	Negative	Fold_5
A0A3Q1LSX9	Bos taurus	Metazoa	1095	None	None	Negative	Fold_5
Q8LGH4	Arabidopsis thaliana	Viridiplantae	792	None	None	Negative	Fold_1
P00522	Drosophila melanogaster	Metazoa	1620	None	None	Negative	Fold_1
P33176	Homo sapiens	Metazoa	963	None	None	Negative	Fold_3
Q5ZK28	Gallus gallus	Metazoa	461	None	None	Negative	Fold_2
P14652	Homo sapiens	Metazoa	356	None	None	Negative	Fold_3
A0A0S1TQ04	Salvia pomifera	Viridiplantae	499	None	None	Negative	Fold_2
Q9CA59	Arabidopsis thaliana	Viridiplantae	256	None	None	Negative	Fold_2
P53724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	139	None	None	Negative	Fold_2
Q96RE7	Homo sapiens	Metazoa	527	None	None	Negative	Fold_2
G2Q1C9	Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799)	Fungi	591	None	None	Negative	Fold_1
Q0IGM7	Arabidopsis thaliana	Viridiplantae	242	None	None	Negative	Fold_1
Q8NHV4	Homo sapiens	Metazoa	660	None	None	Negative	Fold_3
Q6STE5	Homo sapiens	Metazoa	483	None	None	Negative	Fold_4
Q86U44	Homo sapiens	Metazoa	580	None	None	Negative	Fold_3
Q9JI38	Mus musculus	Metazoa	481	None	None	Negative	Fold_4
P38702	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	357	None	None	Negative	Fold_2
Q8NBU5	Homo sapiens	Metazoa	361	None	None	Negative	Fold_5
Q5MJ70	Homo sapiens	Metazoa	313	None	None	Negative	Fold_1
Q7SXJ6	Danio rerio	Metazoa	513	None	None	Negative	Fold_5
Q02197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	733	None	None	Negative	Fold_2
O35129	Mus musculus	Metazoa	299	None	None	Negative	Fold_2
P49653	Rattus norvegicus	Metazoa	472	None	None	Negative	Fold_5
D3ZGZ6	Rattus norvegicus	Metazoa	127	None	None	Negative	Fold_4
Q7M426	Holotrichia diomphalia	Metazoa	43	None	None	Negative	Fold_4
P14717	Oryza sativa subsp. japonica	Viridiplantae	701	None	None	Negative	Fold_4
Q84K16	Arabidopsis thaliana	Viridiplantae	876	None	None	Negative	Fold_1
P82663	Homo sapiens	Metazoa	173	None	None	Negative	Fold_5
Q96B01	Homo sapiens	Metazoa	352	None	None	Negative	Fold_2
P23396	Homo sapiens	Metazoa	243	None	None	Negative	Fold_3
Q94218	Caenorhabditis elegans	Metazoa	589	None	None	Negative	Fold_1
Q14106	Homo sapiens	Metazoa	344	None	None	Negative	Fold_1
Q9NPB6	Homo sapiens	Metazoa	346	None	None	Negative	Fold_1
Q9ZUX4	Arabidopsis thaliana	Viridiplantae	113	None	None	Negative	Fold_1
P61601	Homo sapiens	Metazoa	193	None	None	Negative	Fold_5
P54144	Arabidopsis thaliana	Viridiplantae	501	None	None	Negative	Fold_1
Q9H2S9	Homo sapiens	Metazoa	585	None	None	Negative	Fold_2
P84100	Rattus norvegicus	Metazoa	196	None	None	Negative	Fold_2
Q99N80	Mus musculus	Metazoa	567	None	None	Negative	Fold_2
