EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd
P86976	Bothrops barnetti	Metazoa	202	None	None
P87154	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	2199	None	None
P87231	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	608	None	None
P87369	Oryzias latipes	Metazoa	354	None	None
P92506	Ascaris suum	Metazoa	188	None	None
P93159	Glycine max	Viridiplantae	668	None	None
P93203	Solanum lycopersicum	Viridiplantae	697	None	None
P97259	Cricetulus griseus	Metazoa	740	None	None
P98152	Gallus gallus	Metazoa	558	None	None
P99504	Canis lupus familiaris	Metazoa	546	None	None
P9WEW1	Stereum hirsutum (strain FP-91666)	Fungi	350	None	None
P9WEW8	Macrophomina phaseolina (strain MS6)	Fungi	324	None	None
Q00576	Cricetulus griseus	Metazoa	471	None	None
Q00743	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	353	None	None
Q01663	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	552	None	None
Q01841	Gallus gallus	Metazoa	689	None	None
Q01964	Komagataella pastoris	Fungi	461	None	None
Q02038	Sus scrofa	Metazoa	704	None	None
Q02088	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	161	None	None
Q02110	Sus scrofa	Metazoa	393	None	None
Q03216	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	938	None	None
Q03471	Penicillium roqueforti	Fungi	342	None	None
Q05876	Gallus gallus	Metazoa	534	None	None
Q05917	Gallus gallus	Metazoa	289	None	None
Q07010	Trypanosoma brucei brucei	Other	210	None	None
Q07185	Glycine max	Viridiplantae	321	None	None
Q07412	Plasmodium falciparum	Other	248	None	None
Q08210	Plasmodium falciparum (isolate 3D7)	Other	569	None	None
Q08I43	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297	None	None
Q09173	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	414	None	None
Q09196	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	141	None	None
Q09738	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	449	None	None
Q09808	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	152	None	None
Q09815	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	836	None	None
Q09823	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	791	None	None
Q09879	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1108	None	None
Q09882	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	557	None	None
Q09883	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	380	None	None
Q09906	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	426	None	None
Q09916	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	578	None	None
Q0C8L6	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	Fungi	2452	None	None
Q0C8M3	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	Fungi	3038	None	None
Q0CPG9	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	Fungi	598	None	None
Q0QF01	Sus scrofa	Metazoa	664	None	None
Q10074	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	656	None	None
Q10109	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	688	None	None
Q10113	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	308	None	None
Q10133	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	200	None	None
Q10223	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	431	None	None
Q10274	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	390	None	None
Q10280	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	855	None	None
Q10281	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	314	None	None
Q10287	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1729	None	None
Q10331	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	813	None	None
Q10430	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	238	None	None
Q10482	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	271	None	None
Q12658	Pneumocystis carinii	Fungi	529	None	None
Q12732	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	495	None	None
Q17SB3	Plasmodium falciparum (isolate HB3)	Other	449	None	None
Q19S50	Sus scrofa	Metazoa	770	None	None
Q1AGS4	Arctogadus glacialis	Metazoa	143	None	None
Q1AGS5	Arctogadus glacialis	Metazoa	143	None	None
Q1JQ73	Xenopus laevis	Metazoa	337	None	None
Q1XG89	Bombyx mori	Metazoa	1759	None	None
Q1XH05	Triticum aestivum	Viridiplantae	569	None	None
Q1XH18	Oryctolagus cuniculus	Metazoa	477	None	None
Q24803	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	870	None	None
Q24814	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	Other	196	None	None
Q26622	Strongylocentrotus purpuratus	Metazoa	583	None	None
Q27705	Naegleria fowleri	Other	437	None	None
Q27749	Psammechinus miliaris	Metazoa	137	None	None
Q27750	Psammechinus miliaris	Metazoa	143	None	None
Q27890	Leishmania mexicana	Other	361	None	None
Q28372	Equus caballus	Metazoa	731	None	None
Q28677	Oryctolagus cuniculus	Metazoa	1085	None	None
Q2EF73	Ictidomys tridecemlineatus	Metazoa	158	None	None
Q2NM15	Zea mays	Viridiplantae	533	None	None
Q2PAY2	Toxoplasma gondii	Other	554	None	None
Q2QEI3	Xenopus laevis	Metazoa	252	None	None
Q2V0C9	Apis mellifera	Metazoa	504	None	None
Q2VUH8	Komagataella pastoris	Fungi	323	None	None
Q32NR9	Xenopus laevis	Metazoa	708	None	None
Q381M1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	333	None	None
Q38710	Abies grandis	Viridiplantae	868	None	None
Q38A34	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	393	None	None
Q39734	Flaveria brownii	Viridiplantae	955	None	None
Q3LH63	Xenopus laevis	Metazoa	336	None	None
Q40406	Narcissus pseudonarcissus	Viridiplantae	570	None	None
Q40983	Pisum sativum	Viridiplantae	1257	None	None
Q41008	Pisum sativum	Viridiplantae	875	None	None
Q41131	Ricinus communis	Viridiplantae	387	None	None
Q41142	Ricinus communis	Viridiplantae	808	None	None
Q41364	Spinacia oleracea	Viridiplantae	569	None	None
Q42736	Flaveria pringlei	Viridiplantae	956	None	None
Q43155	Spinacia oleracea	Viridiplantae	1621	None	None
Q4QAU9	Leishmania major	Other	549	None	None
Q4R0H9	Linum usitatissimum	Viridiplantae	312	None	None
Q4R0I0	Linum album	Viridiplantae	326	None	None
Q4WBI4	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	357	None	None
Q4WF29	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	292	None	None
Q4WIN1	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	988	None	None
Q4WMJ7	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	2135	None	None
Q4WVG0	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	1106	None	None
Q4WY07	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	340	None	None
Q4WZA8	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	2146	None	None
Q50LH4	Eschscholzia californica	Viridiplantae	495	None	None
Q52EB3	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	Fungi	982	None	None
Q56R04	Solanum lycopersicum	Viridiplantae	504	None	None
Q57UP6	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	301	None	None
Q57W26	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	364	None	None
Q582G4	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	390	None	None
Q584D1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	639	None	None
Q59LY1	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	422	None	None
Q59RA2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	230	None	None
Q59RQ2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	310	None	None
Q59S78	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	190	None	None
Q59VX8	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	670	None	None
Q5A1D3	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	421	None	None
Q5AAT0	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	391	None	None
Q5ABE2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	785	None	None
Q5AH02	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	1647	None	None
Q5AL16	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	584	None	None
Q5AL36	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	269	None	None
Q5ALV2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	1257	None	None
Q5AP53	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	732	None	None
Q5AP80	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	785	None	None
Q5AP95	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	517	None	None
Q5AR34	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	298	None	None
Q5ASN8	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	168	None	None
Q5BBF1	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	335	None	None
Q5BBX1	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	430	None	None
Q5D0W8	Oryza sativa subsp. indica	Viridiplantae	582	None	None
Q5FWP9	Xenopus laevis	Metazoa	488	None	None
Q5GHF7	Humulus lupulus	Viridiplantae	329	None	None
Q5U259	Xenopus laevis	Metazoa	326	None	None
Q5XFN2	Canis lupus familiaris	Metazoa	469	None	None
Q5ZM98	Gallus gallus	Metazoa	675	None	None
Q60452	Cricetulus griseus	Metazoa	760	None	None
Q63980	Cricetulus griseus	Metazoa	393	None	None
Q640Z6	Xenopus laevis	Metazoa	1605	None	None
Q64FJ6	Malus domestica	Viridiplantae	455	None	None
Q6BDR8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300	None	None
Q6C354	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	520	None	None
Q6C793	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	465	None	None
Q6CLY8	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	368	None	None
Q6DE08	Xenopus laevis	Metazoa	361	None	None
Q6F2E7	Xenopus tropicalis	Metazoa	482	None	None
Q6F5E6	Neocamarosporium betae	Fungi	343	None	None
Q6ITZ3	Viscum album	Viridiplantae	520	None	None
Q6J540	Lotus japonicus	Viridiplantae	536	None	None
Q6LFH8	Plasmodium falciparum (isolate 3D7)	Other	414	None	None
Q6NRV0	Xenopus laevis	Metazoa	464	None	None
Q6P1W0	Xenopus tropicalis	Metazoa	713	None	None
Q6QAQ1	Sus scrofa	Metazoa	375	None	None
Q6R0J2	Mesocricetus auratus	Metazoa	292	None	None
Q6RET3	Emericella nidulans	Fungi	1081	None	None
Q6RET7	Medicago truncatula	Viridiplantae	523	None	None
Q6TEC1	Xenopus laevis	Metazoa	212	None	None
Q6TS35	Spermophilus citellus	Metazoa	430	None	None
Q6V915	Felis catus	Metazoa	244	None	None
Q6WRU0	Cricetulus griseus	Metazoa	203	None	None
Q6YNE9	Penicillium oxalicum	Fungi	461	None	None
Q70BM6	Sus scrofa	Metazoa	543	None	None
Q711N9	Mesocricetus auratus	Metazoa	375	None	None
Q75WF1	Vanrija humicola	Fungi	370	None	None
Q764M6	Sus scrofa	Metazoa	419	None	None
Q76MV0	Nicotiana tabacum	Viridiplantae	136	None	None
Q7M370	Oryctolagus cuniculus	Metazoa	398	None	None
Q7PRG3	Anopheles gambiae	Metazoa	396	None	None
Q7SI97	Plasmodium berghei (strain Anka)	Other	316	None	None
Q7SIB7	Sus scrofa	Metazoa	417	None	None
Q7SIG3	Salmo salar	Metazoa	236	None	None
Q7SIG4	Loligo vulgaris	Metazoa	314	None	None
Q7T103	Xenopus laevis	Metazoa	449	None	None
Q7TQ49	Cricetulus griseus	Metazoa	722	None	None
Q7XB10	Papaver somniferum	Viridiplantae	357	None	None
Q7YQK3	Oryctolagus cuniculus	Metazoa	529	None	None
Q7YQK4	Oryctolagus cuniculus	Metazoa	503	None	None
Q7YR23	Macaca mulatta	Metazoa	383	None	None
Q7Z7W6	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	759	None	None
Q7ZXH9	Xenopus laevis	Metazoa	125	None	None
Q7ZXW9	Xenopus laevis	Metazoa	363	None	None
Q84KI6	Spinacia oleracea	Viridiplantae	482	None	None
Q84XW5	Secale cereale	Viridiplantae	355	None	None
Q84ZW8	Zea mays	Viridiplantae	590	None	None
Q86MA2	Trypanosoma brucei brucei	Other	743	None	None
Q86MV5	Trypanosoma brucei brucei	Other	487	None	None
Q86PM2	Aedes aegypti	Metazoa	476	None	None
Q8AXM9	Xenopus laevis	Metazoa	859	None	None
Q8AYC9	Gallus gallus	Metazoa	476	None	None
Q8GSG4	Medicago truncatula	Viridiplantae	528	None	None
Q8GZP5	Solanum lycopersicum	Viridiplantae	491	None	None
Q8HYY9	Sus scrofa	Metazoa	49	None	None
Q8HZQ5	Oryctolagus cuniculus	Metazoa	586	None	None
Q8I4X0	Plasmodium falciparum (isolate 3D7)	Other	376	None	None
Q8I6U5	Plasmodium falciparum (isolate 3D7)	Other	482	None	None
Q8I6V3	Plasmodium falciparum (isolate 3D7)	Other	453	None	None
Q8I6Z7	Plasmodium falciparum (isolate 3D7)	Other	1139	None	None
Q8IE47	Plasmodium falciparum (isolate 3D7)	Other	273	None	None
Q8IIJ6	Plasmodium falciparum (isolate 3D7)	Other	465	None	None
Q8IIS0	Plasmodium falciparum (isolate 3D7)	Other	164	None	None
Q8IJH8	Plasmodium falciparum (isolate 3D7)	Other	275	None	None
Q8IJV6	Plasmodium falciparum (isolate 3D7)	Other	242	None	None
Q8IKM8	Plasmodium falciparum (isolate 3D7)	Other	232	None	None
Q8IKU0	Plasmodium falciparum (isolate 3D7)	Other	910	None	None
Q8JFY9	Xenopus laevis	Metazoa	292	None	None
Q8JH64	Gallus gallus	Metazoa	657	None	None
Q8MIP2	Capra hircus	Metazoa	377	None	None
Q8MJI6	Oryctolagus cuniculus	Metazoa	554	None	None
Q8QFP8	Gallus gallus	Metazoa	662	None	None
Q8QGC4	Xenopus laevis	Metazoa	347	None	None
Q8RU27	Solanum tuberosum	Viridiplantae	366	None	None
Q8SAS8	Hypericum androsaemum	Viridiplantae	395	None	None
Q8UVQ4	Xenopus laevis	Metazoa	701	None	None
Q8W405	Lithospermum erythrorhizon	Viridiplantae	307	None	None
Q8WMR7	Sus scrofa	Metazoa	581	None	None
Q8WNV7	Sus scrofa	Metazoa	279	None	None
Q8WQX5	Trypanosoma brucei brucei	Other	976	None	None
Q8X1D8	Fusarium oxysporum	Fungi	439	None	None
Q90Z80	Xenopus laevis	Metazoa	392	None	None
Q91550	Xenopus laevis	Metazoa	897	None	None
Q91572	Xenopus laevis	Metazoa	568	None	None
Q92040	Columba livia	Metazoa	343	None	None
Q92372	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	609	None	None
Q92407	Aspergillus niger	Fungi	495	None	None
Q92462	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	767	None	None
Q93YB2	Pisum sativum	Viridiplantae	503	None	None
Q93YF5	Nicotiana tabacum	Viridiplantae	704	None	None
Q94IN5	Euglena gracilis	Other	1803	None	None
Q95KR7	Saimiri sciureus	Metazoa	509	None	None
Q95N00	Suncus murinus	Metazoa	257	None	None
Q95ND5	Sus scrofa	Metazoa	277	None	None
Q95UJ0	Paramecium octaurelia	Other	206	None	None
Q967R6	Aplysia californica	Metazoa	687	None	None
Q96VN5	Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01)	Fungi	249	None	None
Q99MI9	Cricetulus longicaudatus	Metazoa	692	None	None
Q9C102	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	2111	None	None
Q9C103	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	735	None	None
Q9DER5	Gallus gallus	Metazoa	2802	None	None
Q9GLD2	Papio hamadryas ursinus	Metazoa	508	None	None
Q9GV41	Trypanosoma brucei brucei	Other	276	None	None
Q9HEY7	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	154	None	None
Q9HGY3	Candida boidinii	Fungi	345	None	None
Q9I8A3	Xenopus laevis	Metazoa	294	None	None
Q9M7B8	Manihot esculenta	Viridiplantae	542	None	None
Q9M7I2	Medicago truncatula	Viridiplantae	475	None	None
Q9MBF8	Chlamydomonas reinhardtii	Viridiplantae	4513	None	None
Q9MYU4	Sus scrofa	Metazoa	510	None	None
Q9MZE0	Chlorocebus aethiops	Metazoa	282	None	None
Q9N0Z6	Oryctolagus cuniculus	Metazoa	1023	None	None
Q9NJP9	Trypanosoma brucei brucei	Other	512	None	None
Q9P5N0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1465	None	None
Q9P7C3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	521	None	None
Q9P7F2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	712	None	None
Q9P7H1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	537	None	None
Q9P7P2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	528	None	None
Q9P7Y8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	706	None	None
Q9P7Y9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	665	None	None
Q9P804	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	548	None	None
Q9P8G2	Candida albicans	Fungi	1059	None	None
Q9P940	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	248	None	None
Q9PT51	Gloydius blomhoffii	Metazoa	233	None	None
Q9PU47	Gallus gallus	Metazoa	315	None	None
Q9PWE8	Gallus gallus	Metazoa	521	None	None
Q9SMH5	Chlamydomonas reinhardtii	Viridiplantae	4334	None	None
Q9SPB1	Vigna unguiculata	Viridiplantae	523	None	None
Q9TS44	Canis lupus familiaris	Metazoa	58	None	None
Q9TSM6	Macaca fascicularis	Metazoa	173	None	None
Q9TU17	Ovis aries	Metazoa	413	None	None
Q9TWL9	Conus magus	Metazoa	77	None	None
Q9U8Q4	Pieris rapae	Metazoa	850	None	None
Q9UQY9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	429	None	None
Q9URU2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1397	None	None
Q9URZ4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	587	None	None
Q9US52	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	118	None	None
Q9UST6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	198	None	None
Q9UT23	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834	None	None
Q9UT72	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	205	None	None
Q9UTE5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	639	None	None
Q9UTH9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	617	None	None
Q9UTI4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	172	None	None
Q9UTJ8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1285	None	None
Q9UUG5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	184	None	None
Q9UUS2	Gaeumannomyces graminis	Fungi	1165	None	None
Q9UV50	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968)	Fungi	387	None	None
Q9WU45	Cavia porcellus	Metazoa	902	None	None
Q9XF59	Zea mays	Viridiplantae	289	None	None
Q9Y738	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	259	None	None
Q9Y7J6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	551	None	None
Q9Y7J9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	968	None	None
Q9Y7N0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	578	None	None
Q9Y7Q6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	147	None	None
Q9Y7R4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	920	None	None
Q9Y7U6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1334	None	None
Q9Y812	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	120	None	None
Q9Y8A5	Aspergillus terreus	Fungi	3038	None	None
Q9YH06	Gallus gallus	Metazoa	215	None	None
Q9YH09	Xenopus laevis	Metazoa	206	None	None
Q9ZPL5	Nicotiana tabacum	Viridiplantae	540	None	None
R9QMQ9	Pinus contorta	Viridiplantae	627	None	None
R9QMW1	Pinus banksiana	Viridiplantae	623	None	None
R9QMW5	Pinus banksiana	Viridiplantae	627	None	None
R9QMY8	Pinus contorta	Viridiplantae	619	None	None
S5DWK8	Ocimum basilicum	Viridiplantae	359	None	None
S5S833	Biomphalaria glabrata	Metazoa	600	None	None
S7VVK4	Toxoplasma gondii (strain ATCC 50853 / GT1)	Other	4367	None	None
S7WCF5	Toxoplasma gondii (strain ATCC 50853 / GT1)	Other	858	None	None
T1RR71	Lavandula pedunculata subsp. lusitanica	Viridiplantae	600	None	None
T1RRS0	Lavandula stoechas	Viridiplantae	542	None	None
W5PSH7	Ovis aries	Metazoa	305	None	None
W7X6T2	Tetrahymena thermophila (strain SB210)	Other	542	None	None
A0A059TC02	Petunia hybrida	Viridiplantae	333	None	None
A0A068J840	Panax ginseng	Viridiplantae	475	None	None
A0A075TJ05	Aspergillus niger	Fungi	480	None	None
A0A075TRB3	Penicillium expansum	Fungi	259	None	None
A0A095C6S0	Cryptococcus deuterogattii (strain R265)	Fungi	392	None	None
A0A096P8D3	Ostreococcus tauri	Viridiplantae	470	None	None
A0A0B6CGH9	Ocimum basilicum	Viridiplantae	372	None	None
A0A0G4P2K0	Penicillium camemberti (strain FM 013)	Fungi	1049	None	None
A0A0L7KF24	Plasmodium falciparum (isolate HB3)	Other	1193	None	None
A0A0S4FKT4	Crotalus durissus collilineatus	Metazoa	238	None	None
A0A0U3S9Q3	Rauvolfia serpentina	Viridiplantae	363	None	None
A0A101MN42	Penicillium freii	Fungi	1049	None	None
A0A125YZH9	Toxoplasma gondii (strain ATCC 50611 / Me49)	Other	263	None	None
A0A193AUF6	Punica granatum	Viridiplantae	506	None	None
A0A1B7YDZ4	Colletotrichum higginsianum (strain IMI 349063)	Fungi	478	None	None
A0A1D5PRR9	Gallus gallus	Metazoa	2041	None	None
A0A1D5PXA5	Gallus gallus	Metazoa	852	None	None
A0A1D6HSP4	Zea mays	Viridiplantae	531	None	None
A0A1D6LTV0	Zea mays	Viridiplantae	627	None	None
A0A1D8PN96	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	981	None	None
A0A1L8GSA2	Xenopus laevis	Metazoa	1925	None	None
A0A1R3RGK0	Aspergillus carbonarius (strain ITEM 5010)	Fungi	2541	None	None
A0A1S3X835	Nicotiana tabacum	Viridiplantae	337	None	None
A0A1S4BDC4	Nicotiana tabacum	Viridiplantae	790	None	None
A0A1S4FPC9	Aedes aegypti	Metazoa	3364	None	None
A0A1S5RW73	Salvia divinorum	Viridiplantae	787	None	None
A0A1S6M251	Sus scrofa	Metazoa	388	None	None
A0A1U8QWA2	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	1270	None	None
A0A1V0E492	Piper nigrum	Viridiplantae	559	None	None
A0A1V0QSH2	Cannabis sativa	Viridiplantae	561	None	None
A0A248QE08	Chlorella variabilis	Viridiplantae	654	None	None
A0A286R227	Ulva prolifera	Viridiplantae	863	None	None
A0A291NUI5	Eidolon helvum	Metazoa	379	None	None
A0A2H1A768	Candidozyma auris	Fungi	1508	None	None
A0A2I7G3B3	Tanacetum cinerariifolium	Viridiplantae	379	None	None
A0A2K3D5Z7	Chlamydomonas reinhardtii	Viridiplantae	532	None	None
A0A2K8FQU5	Catharanthus roseus	Viridiplantae	436	None	None
A0A2Z5XAU0	Pyrenochaetopsis sp	Fungi	386	None	None
A0A3Q0KDV9	Schistosoma mansoni	Metazoa	412	None	None
A0A3Q0KGQ7	Schistosoma mansoni	Metazoa	239	None	None
A0A3Q0KQY7	Schistosoma mansoni	Metazoa	488	None	None
A0A3Q7FGP1	Solanum lycopersicum	Viridiplantae	221	None	None
A0A3Q7HRZ6	Solanum lycopersicum	Viridiplantae	689	None	None
A0A3S7WQS5	Leishmania donovani	Other	595	None	None
A0A498JQK2	Malus domestica	Viridiplantae	214	None	None
A0A4P8DY91	Kitagawia praeruptora	Viridiplantae	364	None	None
A0A509AQ68	Plasmodium berghei (strain Anka)	Other	446	None	None
A0A5B8NIM2	Erysiphe quercicola	Fungi	262	None	None
A0A5K1K8H0	Plasmodium falciparum (isolate 3D7)	Other	568	None	None
A0A644F7M7	Giardia intestinalis (strain ATCC 50803 / WB clone C6)	Other	961	None	None
A0A6I8PUB9	Xenopus tropicalis	Metazoa	353	None	None
A0A6P3HVI0	Bison bison bison	Metazoa	535	None	None
A0A7J6JXB6	Toxoplasma gondii	Other	1425	None	None
A0A7U2MSD6	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	Fungi	435	None	None
A0A7U2QYM2	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	Fungi	402	None	None
A0A858E6N7	Melampsora lini	Fungi	365	None	None
A0A8I3NFE2	Canis lupus familiaris	Metazoa	1264	None	None
A0A8P0N4K0	Canis lupus familiaris	Metazoa	1614	None	None
A0A9E7S4M3	Alstonia scholaris	Viridiplantae	501	None	None
A0JP82	Xenopus tropicalis	Metazoa	1901	None	None
A1CWT6	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181)	Fungi	488	None	None
A1XLE2	Lepidium sativum	Viridiplantae	337	None	None
A2QAC0	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	Fungi	386	None	None
A2QHE5	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	Fungi	500	None	None
